TransactionID,CustomerID,Date,Amount,TransactionType,AccountBalance,Branch
TXN00374,CUST0181,2025-01-09,632.69,Credit,2104.16,London
TXN00375,CUST0095,2025-01-26,549.48,Credit,4876.39,Manchester
TXN00376,CUST0099,2025-01-09,1199.36,Credit,3417.33,Glasgow
TXN00377,CUST0188,2025-01-15,1733.53,Credit,834.01,Birmingham
TXN00378,CUST0116,2025-01-10,1894.0,Debit,3569.88,London
TXN00379,CUST0191,2025-03-29,220.75,Debit,5669.03,Birmingham
TXN00380,CUST0160,2025-02-11,318.11,Debit,5741.27,Leeds
TXN00381,CUST0161,2025-03-13,1890.03,Credit,3887.31,Leeds
TXN00382,CUST0067,2025-01-24,1475.71,Debit,4749.38,Glasgow
TXN00383,CUST0128,2025-03-21,1767.16,Credit,9672.42,London
TXN00384,CUST0018,2025-02-18,413.24,Credit,4084.81,Manchester
TXN00385,CUST0025,2025-01-26,1179.3,Debit,2953.15,London
TXN00386,CUST0054,2025-02-06,1405.27,Credit,2812.94,Birmingham
TXN00387,CUST0058,2025-03-09,1363.42,Credit,4848.76,Leeds
TXN00388,CUST0067,2025-02-19,822.22,Debit,7715.44,Birmingham
TXN00389,CUST0104,2025-01-24,40.64,Credit,2456.89,Glasgow
TXN00390,CUST0174,2025-01-19,1170.02,Credit,7238.31,Leeds
TXN00391,CUST0024,2025-03-01,513.67,Debit,700.92,Manchester
TXN00392,CUST0114,2025-02-08,906.01,Credit,4479.86,Leeds
TXN00393,CUST0032,2025-03-15,1915.59,Credit,7870.72,London
TXN00394,CUST0175,2025-03-30,804.08,Debit,3717.96,London
TXN00395,CUST0086,2025-01-18,1681.21,Debit,5855.5,Leeds
TXN00396,CUST0151,2025-01-19,385.2,Debit,2447.3,Glasgow
TXN00397,CUST0194,2025-02-05,1348.2,Debit,7548.96,London
TXN00398,CUST0127,2025-03-15,1954.24,Credit,996.65,London
TXN00399,CUST0155,2025-02-24,212.77,Credit,8599.16,Manchester
TXN00400,CUST0130,2025-03-10,26.56,Debit,2382.87,Leeds
TXN00401,CUST0017,2025-02-16,872.83,Credit,8806.78,London
TXN00402,CUST0104,2025-02-18,194.32,Credit,3849.03,Glasgow
TXN00403,CUST0161,2025-02-02,1499.28,Debit,7365.49,Birmingham
TXN00404,CUST0137,2025-01-21,1829.95,Debit,3532.64,Leeds
TXN00405,CUST0043,2025-03-22,873.7,Credit,9106.16,Manchester
TXN00406,CUST0176,2025-01-22,524.84,Debit,1703.05,London
TXN00407,CUST0039,2025-02-17,874.46,Debit,2195.94,Glasgow
TXN00408,CUST0170,2025-02-06,1449.66,Debit,5183.79,Leeds
TXN00409,CUST0026,2025-01-15,28.02,Credit,1278.42,Glasgow
TXN00410,CUST0099,2025-02-04,1183.01,Debit,2361.81,Glasgow
TXN00411,CUST0050,2025-03-12,1230.45,Credit,9465.78,Manchester
TXN00412,CUST0153,2025-02-01,1279.0,Credit,9776.65,Leeds
TXN00413,CUST0152,2025-01-11,491.62,Credit,4074.46,London
TXN00414,CUST0013,2025-01-10,1430.96,Debit,9271.22,Manchester
TXN00415,CUST0060,2025-03-14,191.87,Debit,5675.83,London
TXN00416,CUST0135,2025-03-19,406.55,Debit,3062.55,Birmingham
TXN00417,CUST0057,2025-03-18,1756.17,Debit,7172.79,Glasgow
TXN00418,CUST0036,2025-02-26,1480.06,Debit,6759.57,Birmingham
TXN00419,CUST0173,2025-01-25,37.35,Credit,9896.69,Glasgow
TXN00420,CUST0020,2025-01-02,504.27,Credit,3017.95,Manchester
TXN00421,CUST0065,2025-03-05,436.67,Credit,6884.57,London
TXN00422,CUST0008,2025-02-04,548.9,Debit,994.23,London
TXN00423,CUST0144,2025-01-07,502.64,Credit,1579.64,Manchester
TXN00424,CUST0142,2025-03-26,134.43,Credit,537.22,Leeds
TXN00425,CUST0115,2025-01-18,923.29,Debit,9994.88,Birmingham
TXN00426,CUST0143,2025-03-08,1468.14,Debit,8121.6,Birmingham
TXN00427,CUST0092,2025-02-11,1217.4,Credit,7973.87,London
TXN00428,CUST0098,2025-02-08,1349.01,Credit,5342.4,London
TXN00429,CUST0066,2025-02-10,171.49,Debit,3350.64,London
TXN00430,CUST0032,2025-03-16,1903.47,Debit,1937.01,Manchester
TXN00431,CUST0191,2025-01-24,1678.6,Debit,3204.41,Leeds
TXN00432,CUST0086,2025-03-01,1612.13,Debit,4071.73,Birmingham
TXN00433,CUST0051,2025-02-15,1647.74,Credit,7684.95,Glasgow
TXN00434,CUST0153,2025-01-19,1866.09,Credit,5626.79,Manchester
TXN00435,CUST0186,2025-03-09,1093.07,Debit,1236.09,Birmingham
TXN00436,CUST0063,2025-03-31,408.56,Credit,671.28,Leeds
TXN00437,CUST0190,2025-02-11,1237.4,Credit,1472.16,Manchester
TXN00438,CUST0125,2025-02-01,1488.33,Debit,4399.74,Birmingham
TXN00439,CUST0150,2025-02-08,1478.46,Credit,9365.33,Manchester
TXN00440,CUST0058,2025-02-05,1047.68,Credit,6555.32,Birmingham
TXN00441,CUST0058,2025-02-05,146.23,Credit,8117.35,Birmingham
TXN00442,CUST0086,2025-01-03,748.51,Debit,4930.56,Leeds
TXN00443,CUST0049,2025-03-14,1842.33,Debit,3935.83,Glasgow
TXN00444,CUST0180,2025-01-08,1173.05,Credit,1529.8,Leeds
TXN00445,CUST0170,2025-03-11,1081.28,Debit,8821.36,Birmingham
TXN00446,CUST0070,2025-02-10,545.02,Debit,7940.02,Manchester
TXN00447,CUST0015,2025-03-09,743.21,Debit,2097.12,Leeds
TXN00448,CUST0054,2025-01-13,1791.74,Credit,5366.48,Glasgow
TXN00449,CUST0188,2025-02-18,1336.26,Credit,5130.06,Birmingham
TXN00450,CUST0101,2025-03-01,1576.9,Debit,6438.37,Leeds
TXN00451,CUST0008,2025-01-02,914.15,Credit,9488.78,Leeds
TXN00452,CUST0053,2025-03-01,1264.19,Credit,6007.83,Leeds
TXN00453,CUST0060,2025-01-05,504.28,Credit,5632.06,Leeds
TXN00454,CUST0108,2025-02-13,1413.87,Credit,978.07,Manchester
TXN00455,CUST0005,2025-01-27,860.93,Credit,1097.62,Glasgow
TXN00456,CUST0103,2025-02-01,890.67,Debit,2279.79,Glasgow
TXN00457,CUST0196,2025-01-21,1302.15,Credit,808.47,Birmingham
TXN00458,CUST0006,2025-01-08,1873.2,Credit,7561.85,London
TXN00459,CUST0109,2025-03-13,137.37,Credit,7371.64,Manchester
TXN00460,CUST0116,2025-02-19,1651.24,Debit,1792.53,Birmingham
TXN00461,CUST0094,2025-03-08,591.84,Debit,8442.75,Birmingham
TXN00462,CUST0047,2025-02-13,893.4,Debit,1970.47,Leeds
TXN00463,CUST0099,2025-02-27,53.61,Credit,3361.17,London
TXN00464,CUST0055,2025-01-03,609.08,Debit,2865.28,London
TXN00465,CUST0168,2025-03-27,1010.24,Debit,4036.92,Manchester
TXN00466,CUST0052,2025-03-11,121.79,Debit,2919.31,London
TXN00467,CUST0144,2025-01-02,987.28,Debit,5145.03,Birmingham
TXN00468,CUST0013,2025-03-28,1854.95,Credit,4370.37,London
TXN00469,CUST0114,2025-02-13,219.73,Debit,9872.41,London
TXN00470,CUST0124,2025-01-02,1531.24,Debit,1031.3,Glasgow
TXN00471,CUST0106,2025-03-22,825.25,Credit,1850.72,Birmingham
TXN00472,CUST0158,2025-02-04,1313.8,Credit,1001.85,London
TXN00473,CUST0147,2025-03-28,527.87,Debit,6445.49,London
TXN00474,CUST0145,2025-01-30,327.39,Credit,1017.84,Leeds
TXN00475,CUST0120,2025-01-08,329.32,Debit,8446.18,London
TXN00476,CUST0063,2025-01-22,150.28,Credit,5363.42,London
TXN00477,CUST0019,2025-02-13,379.44,Credit,5506.57,Glasgow
TXN00478,CUST0092,2025-02-27,1331.8,Debit,5835.15,Birmingham
TXN00479,CUST0058,2025-02-05,1764.56,Credit,2122.73,Manchester
TXN00480,CUST0183,2025-03-10,1630.11,Debit,2378.06,Birmingham
TXN00481,CUST0090,2025-03-18,1373.42,Credit,3528.76,Leeds
TXN00482,CUST0117,2025-01-31,229.76,Debit,6138.22,Birmingham
TXN00483,CUST0062,2025-02-16,585.48,Credit,2496.12,London
TXN00484,CUST0023,2025-02-24,626.52,Credit,1605.15,Leeds
TXN00485,CUST0127,2025-03-21,507.41,Credit,9716.11,Birmingham
TXN00486,CUST0137,2025-03-03,1034.86,Credit,708.83,Leeds
TXN00487,CUST0140,2025-01-30,1075.75,Credit,8125.63,Manchester
TXN00488,CUST0129,2025-02-24,720.2,Debit,7986.33,Birmingham
TXN00489,CUST0058,2025-01-16,714.04,Credit,3323.53,London
TXN00490,CUST0122,2025-01-12,1658.83,Debit,1788.45,Leeds
TXN00491,CUST0001,2025-01-17,1580.69,Debit,1883.47,Glasgow
TXN00492,CUST0034,2025-01-16,622.51,Debit,7125.6,Leeds
TXN00493,CUST0096,2025-01-12,1828.44,Credit,6606.66,Glasgow
TXN00494,CUST0126,2025-01-08,1906.1,Debit,7936.08,London
TXN00495,CUST0118,2025-03-25,660.22,Credit,9406.07,Manchester
TXN00496,CUST0048,2025-01-03,715.31,Debit,7073.31,Glasgow
TXN00497,CUST0089,2025-01-16,1016.21,Debit,1980.59,Manchester
TXN00498,CUST0117,2025-01-30,1882.83,Debit,2812.7,Leeds
TXN00499,CUST0129,2025-01-23,1753.88,Debit,8500.84,London
TXN00500,CUST0016,2025-01-05,214.11,Debit,2488.41,Glasgow
TXN00501,CUST0189,2025-03-25,791.53,Credit,1188.96,Leeds
TXN00502,CUST0192,2025-03-06,1111.21,Debit,7181.16,Birmingham
TXN00503,CUST0191,2025-01-30,1011.23,Debit,4324.0,Leeds
TXN00504,CUST0069,2025-01-21,395.79,Credit,9240.38,Manchester
TXN00505,CUST0022,2025-03-25,1719.05,Credit,6677.42,London
TXN00506,CUST0093,2025-03-11,1357.11,Credit,1358.98,London
TXN00507,CUST0195,2025-01-22,1677.44,Debit,9504.64,Leeds
TXN00508,CUST0076,2025-03-23,1718.94,Debit,2956.29,Birmingham
TXN00509,CUST0154,2025-03-13,1499.23,Debit,3703.52,Manchester
TXN00510,CUST0144,2025-02-01,884.03,Debit,4321.47,Leeds
TXN00511,CUST0179,2025-02-02,1224.99,Debit,986.63,Leeds
TXN00512,CUST0086,2025-01-16,329.13,Debit,5216.9,London
TXN00513,CUST0185,2025-03-17,1350.55,Credit,1671.53,Manchester
TXN00514,CUST0029,2025-02-07,366.71,Credit,4309.22,Birmingham
TXN00515,CUST0069,2025-01-14,1390.96,Debit,3831.74,London
TXN00516,CUST0047,2025-02-05,466.9,Debit,7841.98,Leeds
TXN00517,CUST0094,2025-01-23,243.93,Debit,8130.12,London
TXN00518,CUST0190,2025-03-07,338.92,Debit,1957.42,London
TXN00519,CUST0197,2025-03-26,13.96,Debit,3982.24,Glasgow
TXN00520,CUST0144,2025-01-02,1440.29,Credit,4046.86,London
TXN00521,CUST0176,2025-03-14,1467.48,Credit,1938.4,London
TXN00522,CUST0085,2025-03-06,1034.72,Debit,8085.31,Manchester
TXN00523,CUST0039,2025-03-16,331.11,Credit,7218.67,London
TXN00524,CUST0100,2025-03-08,176.27,Debit,2308.63,Birmingham
TXN00525,CUST0033,2025-02-21,48.07,Debit,3983.86,Leeds
TXN00526,CUST0101,2025-03-03,339.84,Debit,1505.15,Manchester
TXN00527,CUST0023,2025-01-23,1782.8,Credit,6467.96,London
TXN00528,CUST0010,2025-01-26,490.66,Credit,1653.03,Birmingham
TXN00529,CUST0069,2025-03-09,715.0,Debit,9866.37,Leeds
TXN00530,CUST0100,2025-03-23,219.64,Credit,7916.48,Manchester
TXN00531,CUST0034,2025-02-24,452.5,Credit,4207.27,Birmingham
TXN00532,CUST0180,2025-01-06,1043.26,Debit,5996.36,London
TXN00533,CUST0138,2025-02-04,1219.43,Credit,9157.75,Glasgow
TXN00534,CUST0147,2025-01-22,498.25,Credit,5763.94,Glasgow
TXN00535,CUST0186,2025-02-12,124.89,Debit,2157.74,Manchester
TXN00536,CUST0096,2025-01-15,788.16,Debit,4097.68,Birmingham
TXN00537,CUST0001,2025-03-27,476.06,Credit,8509.88,Leeds
TXN00538,CUST0069,2025-03-01,446.91,Debit,6620.02,Birmingham
TXN00539,CUST0004,2025-01-12,1920.13,Credit,6681.88,Glasgow
TXN00540,CUST0016,2025-02-18,1236.44,Debit,8734.8,Manchester
TXN00541,CUST0024,2025-02-11,1118.19,Debit,8992.74,London
TXN00542,CUST0080,2025-02-07,837.39,Debit,9238.03,Birmingham
TXN00543,CUST0002,2025-03-23,863.6,Debit,1401.07,Glasgow
TXN00544,CUST0128,2025-02-14,1086.4,Credit,5669.2,Leeds
TXN00545,CUST0160,2025-02-04,1395.9,Debit,7534.84,Manchester
TXN00546,CUST0084,2025-01-30,1407.27,Debit,7690.81,London
TXN00547,CUST0152,2025-03-29,351.67,Debit,6263.8,Birmingham
TXN00548,CUST0140,2025-01-30,1005.22,Credit,2084.48,Leeds
TXN00549,CUST0178,2025-03-19,829.8,Credit,8075.5,London
TXN00550,CUST0163,2025-01-06,1742.35,Debit,7341.06,Glasgow
TXN00551,CUST0124,2025-03-08,1266.52,Debit,1318.29,Glasgow
TXN00552,CUST0033,2025-03-21,1069.68,Debit,4906.19,Leeds
TXN00553,CUST0161,2025-01-07,239.64,Debit,2152.79,Glasgow
TXN00554,CUST0189,2025-02-21,1215.22,Debit,3706.03,Manchester
TXN00555,CUST0179,2025-01-14,243.24,Debit,671.77,Leeds
TXN00556,CUST0171,2025-03-14,681.04,Credit,4303.13,Glasgow
TXN00557,CUST0101,2025-01-15,294.26,Debit,5723.83,Birmingham
TXN00558,CUST0012,2025-01-21,1387.23,Debit,6386.03,Glasgow
TXN00559,CUST0067,2025-02-04,420.44,Debit,6803.16,Manchester
TXN00560,CUST0065,2025-03-07,789.8,Debit,8444.77,London
TXN00561,CUST0161,2025-01-02,1792.39,Debit,2546.9,London
TXN00562,CUST0168,2025-02-04,416.59,Debit,1644.58,Glasgow
TXN00563,CUST0074,2025-03-23,1020.53,Credit,8589.6,London
TXN00564,CUST0043,2025-03-19,844.35,Credit,1987.82,Glasgow
TXN00565,CUST0044,2025-01-20,46.07,Credit,9760.22,Manchester
TXN00566,CUST0029,2025-03-23,1587.59,Credit,8504.11,London
TXN00567,CUST0141,2025-01-10,147.4,Credit,5258.33,Birmingham
TXN00568,CUST0012,2025-01-25,953.77,Credit,9823.5,Glasgow
TXN00569,CUST0095,2025-03-07,1125.75,Debit,1425.08,London
TXN00570,CUST0046,2025-01-25,1260.57,Debit,3379.12,Manchester
TXN00571,CUST0130,2025-02-23,1380.38,Debit,6563.13,Manchester
TXN00572,CUST0035,2025-02-02,514.01,Debit,3825.07,Birmingham
TXN00573,CUST0081,2025-02-05,29.86,Debit,9319.54,Manchester
TXN00574,CUST0090,2025-01-14,1449.65,Debit,1123.45,Manchester
TXN00575,CUST0008,2025-03-06,1075.96,Credit,5719.41,London
TXN00576,CUST0093,2025-03-21,1673.87,Debit,6113.23,Glasgow
TXN00577,CUST0154,2025-02-23,1644.56,Credit,6700.92,Leeds
TXN00578,CUST0090,2025-02-21,1688.22,Credit,2928.83,Manchester
TXN00579,CUST0162,2025-01-03,975.34,Debit,3963.38,Manchester
TXN00580,CUST0115,2025-02-10,673.92,Debit,8514.97,Leeds
TXN00581,CUST0105,2025-01-06,1585.2,Debit,2351.96,Manchester
TXN00582,CUST0135,2025-01-25,908.08,Debit,8355.24,London
TXN00583,CUST0196,2025-01-13,375.05,Debit,5845.23,London
TXN00584,CUST0058,2025-01-08,1711.4,Debit,7740.78,Leeds
TXN00585,CUST0114,2025-01-21,1766.29,Debit,7279.27,Manchester
TXN00586,CUST0075,2025-03-09,937.96,Credit,2471.36,Manchester
TXN00587,CUST0157,2025-01-25,160.64,Debit,5903.72,Glasgow
TXN00588,CUST0120,2025-03-20,781.77,Debit,8743.37,Manchester
TXN00589,CUST0164,2025-03-09,1609.04,Credit,4605.1,London
TXN00590,CUST0021,2025-02-14,1804.53,Debit,9682.61,Birmingham
TXN00591,CUST0164,2025-03-01,414.91,Debit,4796.04,Birmingham
TXN00592,CUST0138,2025-01-12,143.28,Credit,1856.46,Birmingham
TXN00593,CUST0101,2025-02-01,1755.93,Debit,4199.63,Birmingham
TXN00594,CUST0152,2025-01-13,784.92,Debit,9541.17,Manchester
TXN00595,CUST0192,2025-01-31,1088.1,Debit,3537.35,Manchester
TXN00596,CUST0177,2025-03-19,1936.45,Debit,8746.93,Glasgow
TXN00597,CUST0099,2025-01-20,142.46,Debit,8871.88,Manchester
TXN00598,CUST0036,2025-01-18,1300.15,Debit,3826.77,Birmingham
TXN00599,CUST0096,2025-03-01,157.47,Credit,1290.95,Leeds
TXN00600,CUST0152,2025-03-04,757.18,Debit,7383.3,Leeds
TXN00601,CUST0151,2025-01-06,1609.59,Debit,3459.37,London
TXN00602,CUST0190,2025-02-01,872.61,Credit,7937.77,London
TXN00603,CUST0037,2025-02-12,1994.39,Credit,4705.22,Manchester
TXN00604,CUST0012,2025-01-02,1122.53,Debit,5110.03,Leeds
TXN00605,CUST0113,2025-03-01,649.11,Credit,7890.14,Birmingham
TXN00606,CUST0183,2025-01-23,448.02,Debit,4132.45,Birmingham
TXN00607,CUST0013,2025-03-24,707.54,Debit,4709.71,Birmingham
TXN00608,CUST0023,2025-01-31,751.34,Credit,4073.81,Manchester
TXN00609,CUST0099,2025-01-05,146.74,Debit,3989.73,Manchester
TXN00610,CUST0105,2025-03-24,745.45,Debit,5496.49,Glasgow
TXN00611,CUST0030,2025-02-03,933.83,Credit,8183.59,Birmingham
TXN00612,CUST0017,2025-01-10,1448.25,Credit,3936.8,Birmingham
TXN00613,CUST0113,2025-03-30,1316.89,Credit,5480.42,Manchester
TXN00614,CUST0062,2025-01-02,1420.44,Credit,6871.91,Manchester
TXN00615,CUST0084,2025-01-11,26.64,Debit,3059.67,Glasgow
TXN00616,CUST0112,2025-02-19,443.16,Credit,3136.47,Glasgow
TXN00617,CUST0086,2025-01-31,1326.75,Credit,9367.42,London
TXN00618,CUST0141,2025-02-25,973.14,Credit,7373.58,Leeds
TXN00619,CUST0187,2025-03-20,20.57,Credit,5983.27,Birmingham
TXN00620,CUST0019,2025-03-14,1610.94,Credit,6653.34,Birmingham
TXN00621,CUST0177,2025-03-28,1547.89,Debit,778.34,Glasgow
TXN00622,CUST0100,2025-03-24,1101.35,Credit,6371.98,Glasgow
TXN00623,CUST0140,2025-01-09,142.26,Debit,5340.33,London
TXN00624,CUST0189,2025-01-21,1535.36,Credit,5684.62,Leeds
TXN00625,CUST0147,2025-03-14,1171.59,Credit,3914.53,London
TXN00626,CUST0076,2025-01-28,1566.1,Credit,1274.0,Leeds
TXN00627,CUST0009,2025-03-03,1505.98,Credit,2336.72,Birmingham
TXN00628,CUST0199,2025-01-07,1607.97,Credit,9532.07,London
TXN00629,CUST0028,2025-03-21,1040.84,Credit,4382.65,Glasgow
TXN00630,CUST0128,2025-01-16,289.25,Credit,4933.49,London
TXN00631,CUST0052,2025-01-04,1345.6,Credit,1000.74,London
TXN00632,CUST0083,2025-01-04,1244.74,Debit,856.88,Birmingham
TXN00633,CUST0111,2025-02-09,1487.08,Credit,7313.22,Glasgow
TXN00634,CUST0144,2025-01-17,348.06,Debit,5611.9,Glasgow
TXN00635,CUST0117,2025-02-21,398.0,Credit,5332.71,Manchester
TXN00636,CUST0069,2025-02-21,1781.91,Debit,2809.68,Manchester
TXN00637,CUST0099,2025-02-05,1502.46,Credit,7575.13,Manchester
TXN00638,CUST0140,2025-02-07,1817.37,Credit,2098.25,Birmingham
TXN00639,CUST0025,2025-02-19,1519.84,Credit,2304.38,London
TXN00640,CUST0180,2025-03-04,1198.34,Debit,4876.77,Glasgow
TXN00641,CUST0123,2025-03-04,1311.72,Debit,3219.66,Glasgow
TXN00642,CUST0053,2025-03-03,1779.36,Debit,2850.9,London
TXN00643,CUST0151,2025-01-07,1161.83,Debit,6629.76,Glasgow
TXN00644,CUST0144,2025-01-27,1268.46,Credit,6684.23,London
TXN00645,CUST0057,2025-03-27,321.39,Credit,8332.91,Birmingham
TXN00646,CUST0039,2025-01-14,953.1,Credit,4468.23,Birmingham
TXN00647,CUST0109,2025-03-12,1435.63,Debit,1194.31,Birmingham
TXN00648,CUST0181,2025-03-27,549.18,Credit,3099.83,London
TXN00649,CUST0042,2025-01-05,412.49,Debit,9810.05,London
TXN00650,CUST0186,2025-02-24,634.52,Debit,6164.46,Leeds
TXN00651,CUST0167,2025-01-02,490.59,Debit,7242.5,Glasgow
TXN00652,CUST0142,2025-03-03,437.68,Debit,569.9,Glasgow
TXN00653,CUST0122,2025-01-21,855.45,Debit,5422.95,Leeds
TXN00654,CUST0133,2025-03-20,1816.6,Credit,856.52,Leeds
TXN00655,CUST0163,2025-01-21,1019.05,Debit,5907.69,Birmingham
TXN00656,CUST0075,2025-01-10,383.96,Debit,9247.32,Leeds
TXN00657,CUST0146,2025-03-28,163.17,Credit,9699.98,London
TXN00658,CUST0076,2025-02-27,1395.35,Debit,5635.25,Manchester
TXN00659,CUST0009,2025-02-08,771.77,Debit,4852.95,London
TXN00660,CUST0074,2025-01-05,1645.44,Credit,9477.66,Leeds
TXN00661,CUST0186,2025-03-06,1322.43,Credit,6899.29,Glasgow
TXN00662,CUST0145,2025-01-13,1594.52,Credit,1116.54,London
TXN00663,CUST0007,2025-03-26,551.17,Debit,4924.39,Glasgow
TXN00664,CUST0174,2025-03-31,1387.79,Credit,2782.33,London
TXN00665,CUST0141,2025-03-26,535.48,Credit,4963.14,Glasgow
TXN00666,CUST0168,2025-02-22,1878.75,Credit,4826.92,London
TXN00667,CUST0170,2025-03-23,1276.38,Debit,6030.38,Glasgow
TXN00668,CUST0137,2025-02-14,655.78,Credit,3889.32,Manchester
TXN00669,CUST0178,2025-02-01,546.33,Debit,2060.57,Birmingham
TXN00670,CUST0027,2025-02-05,389.94,Debit,5285.33,London
TXN00671,CUST0122,2025-03-22,1392.34,Credit,8386.93,Manchester
TXN00672,CUST0194,2025-03-01,445.24,Debit,6808.12,Birmingham
TXN00673,CUST0005,2025-01-11,1194.65,Debit,3714.49,London
TXN00674,CUST0029,2025-03-04,536.62,Credit,9387.47,Manchester
TXN00675,CUST0165,2025-01-21,1327.32,Debit,9165.97,Manchester
TXN00676,CUST0166,2025-02-21,1631.73,Credit,2488.81,Manchester
TXN00677,CUST0083,2025-02-24,1558.27,Debit,874.47,Leeds
TXN00678,CUST0136,2025-01-26,1524.09,Debit,7542.43,Glasgow
TXN00679,CUST0109,2025-03-09,383.57,Credit,8362.3,Birmingham
TXN00680,CUST0065,2025-02-03,185.89,Credit,9694.71,Glasgow
TXN00681,CUST0086,2025-02-21,1400.91,Debit,8953.45,Glasgow
TXN00682,CUST0145,2025-03-23,743.01,Debit,6205.08,Glasgow
TXN00683,CUST0071,2025-02-21,870.37,Credit,5535.5,Manchester
TXN00684,CUST0045,2025-01-29,71.99,Debit,764.49,Glasgow
TXN00685,CUST0132,2025-02-07,526.56,Debit,2843.24,Leeds
TXN00686,CUST0036,2025-02-11,77.02,Debit,4866.34,London
TXN00687,CUST0070,2025-01-21,1759.58,Debit,6470.79,Manchester
TXN00688,CUST0159,2025-02-11,494.36,Credit,5793.89,Birmingham
TXN00689,CUST0019,2025-01-13,1119.1,Credit,7555.04,London
TXN00690,CUST0189,2025-03-05,87.57,Credit,3157.79,London
TXN00691,CUST0108,2025-01-17,1337.03,Credit,5867.05,London
TXN00692,CUST0182,2025-01-09,652.82,Credit,1337.35,Glasgow
TXN00693,CUST0167,2025-02-10,1796.86,Credit,4429.82,Glasgow
TXN00694,CUST0091,2025-01-01,1777.36,Debit,7626.53,Manchester
TXN00695,CUST0090,2025-01-02,657.33,Credit,7087.31,Glasgow
TXN00696,CUST0019,2025-03-01,1802.91,Debit,9911.11,Glasgow
TXN00697,CUST0039,2025-02-17,1992.35,Debit,3139.97,Glasgow
TXN00698,CUST0126,2025-01-29,1652.58,Debit,5232.8,Manchester
TXN00699,CUST0195,2025-01-10,1691.29,Credit,3630.54,Manchester
TXN00700,CUST0173,2025-02-27,505.53,Debit,4685.73,Leeds
TXN00701,CUST0141,2025-03-01,1157.64,Credit,8641.03,Leeds
TXN00702,CUST0126,2025-01-21,143.84,Debit,6999.99,Leeds
TXN00703,CUST0058,2025-01-28,198.89,Debit,8883.19,Leeds
TXN00704,CUST0148,2025-03-16,1997.8,Credit,2433.36,London
TXN00705,CUST0200,2025-02-03,660.01,Debit,8796.93,London
TXN00706,CUST0061,2025-01-08,1498.89,Debit,1067.74,Leeds
TXN00707,CUST0127,2025-02-28,1615.26,Debit,8941.69,Leeds
TXN00708,CUST0105,2025-03-27,1717.47,Debit,3626.2,Birmingham
TXN00709,CUST0167,2025-03-13,1995.28,Credit,3488.58,London
TXN00710,CUST0001,2025-02-18,490.58,Debit,5364.84,Birmingham
TXN00711,CUST0131,2025-03-20,90.3,Debit,9436.56,Birmingham
TXN00712,CUST0092,2025-01-17,828.27,Credit,953.92,Glasgow
TXN00713,CUST0190,2025-03-01,268.86,Debit,3846.19,Manchester
TXN00714,CUST0191,2025-03-28,54.63,Debit,8637.43,London
TXN00715,CUST0113,2025-03-29,727.25,Debit,4262.52,Leeds
TXN00716,CUST0153,2025-02-14,1569.64,Debit,2391.99,Leeds
TXN00717,CUST0056,2025-03-24,1136.7,Credit,4535.54,Manchester
TXN00718,CUST0161,2025-03-10,632.43,Debit,4162.75,London
TXN00719,CUST0166,2025-02-01,1312.14,Credit,9196.45,Leeds
TXN00720,CUST0117,2025-02-13,471.72,Debit,7738.38,Leeds
TXN00721,CUST0134,2025-03-06,38.62,Debit,5298.6,Glasgow
TXN00722,CUST0058,2025-03-28,1531.06,Debit,9889.52,Birmingham
TXN00723,CUST0044,2025-01-08,1251.25,Credit,4920.14,Leeds
TXN00724,CUST0173,2025-03-18,1526.98,Debit,1053.26,London
TXN00725,CUST0160,2025-03-13,87.49,Debit,2991.61,Manchester
TXN00726,CUST0173,2025-03-28,1675.87,Credit,4642.67,Glasgow
TXN00727,CUST0061,2025-02-12,1242.86,Credit,1990.57,London
TXN00728,CUST0047,2025-01-01,1131.16,Credit,9501.87,Glasgow
TXN00729,CUST0149,2025-02-20,1252.98,Credit,7785.06,Birmingham
TXN00730,CUST0080,2025-01-24,1730.22,Debit,3048.73,Leeds
TXN00731,CUST0118,2025-01-24,1178.0,Debit,6112.64,London
TXN00732,CUST0164,2025-01-17,1166.09,Debit,7353.77,Manchester
TXN00733,CUST0147,2025-01-05,1981.45,Debit,9442.15,Birmingham
TXN00734,CUST0020,2025-01-20,1515.89,Credit,8875.54,Birmingham
TXN00735,CUST0185,2025-01-21,890.16,Debit,5394.33,Glasgow
TXN00736,CUST0146,2025-02-27,1417.72,Debit,7859.2,Birmingham
TXN00737,CUST0047,2025-01-31,784.57,Debit,5840.38,London
TXN00738,CUST0049,2025-01-11,465.46,Debit,5750.69,Glasgow
TXN00739,CUST0014,2025-02-21,1197.74,Credit,1590.05,Birmingham
TXN00740,CUST0143,2025-01-15,1857.08,Debit,1698.31,Manchester
TXN00741,CUST0159,2025-03-24,1858.99,Debit,5530.57,London
TXN00742,CUST0001,2025-01-07,690.39,Debit,3054.18,Manchester
TXN00743,CUST0117,2025-01-28,1060.08,Credit,699.85,Manchester
TXN00744,CUST0054,2025-02-20,431.16,Credit,7366.97,Glasgow
TXN00745,CUST0118,2025-02-27,1991.31,Debit,808.62,Leeds
TXN00746,CUST0003,2025-01-05,1962.42,Debit,6155.13,Glasgow
TXN00747,CUST0144,2025-01-05,1302.52,Debit,5622.34,London
TXN00748,CUST0185,2025-01-08,1610.78,Credit,9703.74,London
TXN00749,CUST0012,2025-03-05,1433.05,Debit,5100.02,Glasgow
